statue,colston,bristol,edward,slave,people,colstonstatue,history,trader,black,city,years,lives,council,matter,one,via,removed,would,statues,replace,amp,pulled,slavery,like,petition,blm,put,sign,protesters,blacklivesmatter,think,replaced,protester,toppling,trade,harbour,time,ukchange,good,removal,see,sculpture,many,paul,stephenson,museum,get,know,place,plinth,toppled,right,today,erected,river,man,also,police,slaves,made,still,taken,ago,long,never,way,past,torn,plaque,remove,even,news,racist,said,back,could,new,done,public,say,much,pulling,well,reid,want,jen,take,change,white,wrong,thrown,mob,part,need,memorial,going,racism,money,great
53232,48063,20061,19084,9875,9637,7045,6931,6196,5489,4577,3970,3859,3818,3654,3507,3479,3428,3416,3381,3371,3136,3135,3106,3037,2955,2810,2771,2711,2702,2599,2570,2438,2391,2323,2184,2158,2141,2114,2107,2085,2047,2030,2020,2014,1972,1950,1906,1893,1837,1834,1806,1801,1783,1739,1722,1674,1634,1634,1631,1616,1607,1588,1583,1535,1525,1469,1465,1465,1431,1417,1415,1412,1411,1315,1274,1266,1257,1236,1228,1228,1222,1215,1213,1201,1196,1172,1170,1151,1147,1136,1102,1078,1062,1058,1056,1053,1051,1051,1040
