churchill,statue,nazi,going,hitler,protect,protecting,police,white,men,want,salute,today,protests,salutes,someone,people,even,covering,fight,churchillstatue,winston,sign,fighting,every,telling,defend,killed,antifa,exist,yet,fascist,said,make,shit,sad,scenes,preserve,history,try,libraries,suggested,else,pull,everyone,lost,minds,actually,feels,quite,normal,2020,wanted,stop,vandalising,cover,vandalised,complaining,saying,still,protected,uncover,confushion,may,put,museum,says,granddaughter,press,newspapers,apoplectic,hurt,rip,like,extremely,unpleasant,groups,travelling,london,flash,next,urinate,dead,officers,memorial,violence,good,irony,far,right,protesters,saluting,save,sir,mail,petition,urging,boris,johnson,publicly
11,11,6,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
