,Datetime,Text,Username,Geolocation
1375,2020-06-09 18:14:15+00:00,"So, not content with taking down the #Bristol #Colston statue and dumping it in the harbour, they've now come back for the plinth as well! I have to say the more I think about this the more sympathetic I am towards the Saudi's chopping people's hands off.",LangleyBristol,
1376,2020-06-09 18:14:12+00:00,"sure, ""laws were broken"", but you cant just look at this one instant, without looking at history, and start critiquing it. Look at what the build up was. Edward Colston SOLD and BOUGHT HUMANS. His statue, commemorating him is what is problematic. It's quite disgusting really.",Maarrooooma,
1377,2020-06-09 18:14:02+00:00,"Hi Justin, I admire your pragmatic and opportunistic approach...If I had the space, the statue of Mr Colston, 2ould have pride of place, next to, my new water feature!",komradred,
1378,2020-06-09 18:13:56+00:00,So we should have a statue to commemorate the victims of Edward Colston then. Should we put that in Poland too?,maxrhino,
1379,2020-06-09 18:12:55+00:00,Bristol City Council: Erect a statue recognising the effects of the slave trade in place of Colston - Sign the Petition! http://chng.it/Dn9MMJdT via @Change,Bela_rosmaninho,
1380,2020-06-09 18:12:51+00:00,I watched GMB this am to hear Nigel farage call the protesters (generally) who pulled down Edward Colston's statue Taliban terrorist. No the racists seem like their losing it to me.,Clyde00592350,
1381,2020-06-09 18:12:23+00:00,"This is democracy in Khans world, no wider public debate, or as with Edward Colston a public debate which rejected removing the statue, but vandals go ahead and remove it anyway. Khan the anti democratic opportunist.",ChrisRGollop,
1382,2020-06-09 18:12:12+00:00,"This is my Colston statue. Absolutely hated it at the time, could never see quite way they got away with it for so long.",worgztheowl,
1383,2020-06-09 18:12:01+00:00,"The tearing down of Colston's statue was long overdue, but the added bonus is that it's given TV historians the perfect opportunity to use their favourite catchphrase: ",DuncanDraws,
1384,2020-06-09 18:11:47+00:00,Can't think of a more fitting resting place for the statue of Colston than the bottom of the harbour that would have seen the docking of ships with the bounties from slavery. May he forever rest in unease ,kehinde_andrews,
1385,2020-06-09 18:11:43+00:00,"‘We need these statues to remind us of the mistakes of our history’ is such a concern trolling argument. Especially when, in the case of the Colston statue, a plaque to explain his role in slavery was rejected by many of the same people making the argument now.",BlueScareBot,
1386,2020-06-09 18:11:41+00:00,"Former ""hero"" uprooted, knocked over, and tossed into the sea on which he'd made his fortune. Bravo! Edward Colston statue toppled: how Bristol came to see the slave trader as a hero and philanthropist https://theconversation.com/edward-colston-statue-toppled-how-bristol-came-to-see-the-slave-trader-as-a-hero-and-philanthropist-140271?utm_source=twitter&amp;utm_medium=bylinetwitterbutton via @ConversationUK",smbachrach,
1387,2020-06-09 18:11:20+00:00,The toppling of Edward Colston's statue is not an attack on history. It is history | David Olusoga ,Yogablackbelt,
1388,2020-06-09 18:11:00+00:00,Tomorrow's @Independent cartoon... #BorisJohnson #DominicCummings #Racism #BlackLivesMatter #ColstonStatue #Ozymandias,DaveBrownToons,
1389,2020-06-09 18:10:48+00:00,‘Countering Colston’ Statement on the Removal of the Colston Statue https://counteringcolston.wordpress.com/2020/06/09/countering-colston-statement-on-the-removal-of-the-colston-statue/ via @wordpressdotcom,saharaguts,
1390,2020-06-09 18:10:15+00:00,"Exactly. The rewriters of history were those who, oops, left off the tiny detail that Colston made his fortune by kidnapping, selling and killing people when they put the statue up!",JaeKay,
1391,2020-06-09 18:10:15+00:00,Am I the only one that finds it apt that the people who were driven to drop Colston's statue in the river weren't paid for their efforts?,ComradeCapers,
1392,2020-06-09 18:10:12+00:00,"How could the governing body set up a statue of slave trader Edward Colston in London without examining the background of his career, despite endowing his wealth to the almshouses, hospitals, schools, and churches?",rajan45008080,
1393,2020-06-09 18:09:58+00:00,@Nigel_Farage Bristol has tried numerous times to add an additional plaque to the Colston statue even as early as this year • however (and quite rightly) numerous people did not agree with the watered down content • suggest you do research in future you sound pretty amateur,jim85bob,
1394,2020-06-09 18:09:49+00:00,Police were present when the Colston statue came down and did nothing.,CamerondeSilva7,
1395,2020-06-09 18:09:36+00:00,Banksy suggests replacement for toppled statue of Bristol slave trader Edward Colston ,__giano,
1396,2020-06-09 18:09:33+00:00,UK protesters topple statue of slave trader Edward Colston in Bristol ,WilliamBritti10,
1397,2020-06-09 18:09:15+00:00,Those statues are far more meaningful than any others of pricks who enabled slave trade & didn't deserve statue of themselves for so long in 1st place. We don't want to be complicit of their crimes. I honour these over statue of immoral criminals like Colston #BlackLivesMatter,LaureOm,
1398,2020-06-09 18:09:02+00:00,"Taking a statue down does not erase or rewrite anything. Colston is still there in the history books, etc. But taking down a statue that glorifies a slave trader does reflect that society changes and is more enlightened.",k_e_i_t_h_y,
1399,2020-06-09 18:09:01+00:00,Edward Colston's Statue ,frayedknot14,
1400,2020-06-09 18:09:00+00:00,This would NOT be happening if the protestors in Bristol hadn't pulled down the statue of Colston. Direct action gets results. #BlackLivesMatter,pete_sinclair,
1401,2020-06-09 18:08:44+00:00,Y'ALL THERE'S A GOFUNDME TO REPLACE THE #COLSTON STATUE I'M CRYING #ColstonHasFallen,panmalazan,
1402,2020-06-09 18:08:41+00:00,indeed mine too..that's why Colston's statue should have been removed years ago,jds448mayhem,
1403,2020-06-09 18:08:41+00:00,Fish in Bristol harbour right now,TheVenusofSoup,
1404,2020-06-09 18:08:40+00:00,BBC Sport - Ellis Genge: England star defends Edward Colston statue action ,Max_Bell_11,
1405,2020-06-09 18:08:38+00:00,"Sure, but who was doing the honouring? And with Colston the statue isn’t that old and was put up a long time after his death. It’s not of any great historic significance",GrahamSmith_,
1406,2020-06-09 18:08:10+00:00,UK Parliament: Replace Edward Colston’s Statue with a Memorial for Black Lives Matter - Sign the Petition! http://chng.it/QtnkGGcs via @Change,perliniiiii,
1407,2020-06-09 18:07:45+00:00,"WHY? A 3 year old girl named Why was sold by slave trader Edward Colston. Maybe his statue should be replaced by one her, with just one word on it...her name. @DavidLammy @DavidOlusoga @mrjamesob",AndyConner67,
1408,2020-06-09 18:07:44+00:00,"Of course the Colston statue should have been consigned to a museum, for people to learn about the world of 300 years ago. Meanwhile let's remember how we have treated migrants and refugees in recent years.",RobertCaldicott,
1409,2020-06-09 18:07:40+00:00,The statue of Colston must be left in the water https://www.opendemocracy.net/en/opendemocracyuk/statue-colston-must-be-left-water/ #ColstonMustFall #RhodesMustFall #decolonize,danwibg,
1410,2020-06-09 18:07:35+00:00,"Statue of slave trader shoved by protestors could be racist provocateur. 125 Edward Colston sculpture pushed away after appearing to glorify slave trade. @CNN I watched, statue fell harder than was pushed. Was monument to slavery. Could be a setup? ",poundsmith2,
1411,2020-06-09 18:07:28+00:00,Banksy reveals suggestion to replace Edward Colston statue toppled by protesters in Bristol | Ents &amp; Arts News | Sky News ,the_tufty_club,
1412,2020-06-09 18:07:18+00:00,"You do realise that ""people's morality"" had forced the abolition of slavery decades BEFORE the Colston statue was erected? That the UK was still footing the bill for slave ""owners"" ""loss of chattels in THIS century?",KeithRandall10,
1413,2020-06-09 18:07:17+00:00,After saying that activists shouldn't have removed Colston statue. You're a fraud. ,jdavidsonchaput,
1414,2020-06-09 18:06:56+00:00,It has been years and years of people asking for such statues to be removed to museums to take their place in historical record. But even placing plaques on the Colston statue to explain more about him were refused. It took too long!,viegas_ann,
1415,2020-06-09 18:06:36+00:00,"2003, statue of dictator Saddam Hussein in Faros Square torn down: Applause 2012, statue of paedophile Jimmy Saville in Scotstoun torn down: Applause 2020, statue of career racist Edward Colston torn down: OMG VANDALISM BRITISH HERITAGE REVISIONISM PINKO ANARCHIST SCUM!",UnrealcityArt,
1416,2020-06-09 18:06:34+00:00,See what those stupid cucks in @ASPolice have started by allowing those scumbags to destroy the #Colston statue? Where will this end now having given the green light? Come on @BorisJohnson get a grip man.. Let's see some heavy sentences handed out &amp; a review of UK police.,deejayhome,
1417,2020-06-09 18:06:19+00:00,"THIS THIS THIS !!! ""Perhaps the #Colston statue in Bristol can be replaced by a statue of people pulling down the original statue:..."" ",jdpoc,
1418,2020-06-09 18:05:49+00:00,Well said Ellis: Ellis Genge: England star defends Edward Colston statue action https://www.bbc.co.uk/sport/rugby-union/52978303,Julian1649,
1419,2020-06-09 18:05:40+00:00,Edward Colston statue – ‘Link with slavery continues to haunt the City’ (The London Economic) ,therightarticle,
1420,2020-06-09 18:05:33+00:00,"The best statues memorialise events, not personages. Perhaps the Colston statue in Bristol can be replaced by a statue of people pulling down the original statue: i.e. depicting an actual historical event instead of a ‘virtuous and wise’ fantasy. ",TiroTypeworks,
1421,2020-06-09 18:05:27+00:00,The Edward Colston statue maybe should have been removes along time ago but they is a time and a place to do so. What i seen was just vandalism like all the other historic statues that have been VANDALISED,roblas150,
1422,2020-06-09 18:05:17+00:00,"worse than that, the Colston statue wasn't put up until more than sixty years after slavery was abolished!",en_ligne_,
1423,2020-06-09 18:05:11+00:00,Banksy reveals suggestion to replace Edward Colston statue toppled by protesters in Bristol - Sky News #Banksy #BanksyforPM #borisvoteofnoconfidence,VivEllis5,
1424,2020-06-09 18:04:54+00:00,"At the risk of labouring the point, Buildings had a purpose, statues only exist to celebrate the person depicted. Colston's statue deliberately made no reference to his slave trading and his murderous past, only to his charity and philanthropy and attempts made to address this...",265kay,
1425,2020-06-09 18:04:49+00:00,"Because we shouldn't be glorifying a slave merchant. Colston and the Statue has been very controversial in Bristol. There are plenty of people in British History that deserve to be on the spot. We have an amazing history, why memorialise him ?",OnlyHoss,
1426,2020-06-09 18:04:46+00:00,"Don't care, still think you're hilariously pathetic. Oh and btw, it's clear tearing down the Colston statue has resulted in change, so cry more, they won. ",25LFC_,
1427,2020-06-09 18:04:07+00:00,"Colston died 150 years before statue erected. Who wanted it erected then , who paid for it &amp; why, is next question. ??? ",disoye,
1428,2020-06-09 18:04:03+00:00,"Auschwitz is in Poland actually. Whilst I agree Germany has done a good job confronting it's Nazi history, that is NOT why Colston's statue was left standing. We have an abysmal record of dealing with our colonial past - still seen with nostalgia and a big contributor to Brexit.",MissLarryLamb,
1429,2020-06-09 18:03:59+00:00,@MaajidNawaz What do you think of the pulling down of the Colston statue in Bristol?,Donovan69377893,
1430,2020-06-09 18:03:56+00:00,"Interesting to read this clear statement from @MuseumofLondon about statue of slave owner Robert Milligan outside the museum, calling for its removal &amp; the removal of other monuments which honour slave owners. #BlackLivesMattter #slavery #Colston https://www.instagram.com/p/CBN50V_IdRi/?igshid=93s70kxavpje",RuthHecht,
1431,2020-06-09 18:03:55+00:00,Careful who you criticise. Some might consider that labour run BRISTOL - MPs and elected mayor - failed to provide the leadership which would have secured a better outcome for everyone regarding the Colston statue. #Hypocrisy,jed_bartlet_,
1432,2020-06-09 18:03:43+00:00,"Auschwitz is in Poland, mate. It's also a working memorial to the Holocaust, NOT a statue of celebration plonked in the middle of a city with a plague saying what a great camp it was, unlike Colston's statue. Facts matter!",paulmcj,
1433,2020-06-09 18:03:37+00:00,Think the decision not to stop the Edward Colston statue being toppled falls into this category. Prevented serious injuries to officers and allowed the event to pass. Now they can charge for criminal damage with the ample video evidence.,actickle,
1434,2020-06-09 18:03:31+00:00,If that was true you'd be calling the removal of Colston's statue a good thing,Madam_Adequate,
1435,2020-06-09 18:03:28+00:00,New and improved signage on the Colston statue. ,TheoThompson,
1436,2020-06-09 18:03:23+00:00,British slave trader Edward Colston statue torn down during Black Lives Matter protest https://www.nbcnews.com/video/british-slave-trader-edward-colston-statue-torn-down-during-a-black-lives-matter-protest-in-bristol-84626501944 a través de @nbcnews,Ffradique,
1437,2020-06-09 18:03:14+00:00,Colston statue erected 170 years after his death was itself an attempt by Victorians to rewrite history (cf Boudicca statue Westminster Bridge). Churchill literally tried to rewrite history.,johnthejack,
1438,2020-06-09 18:02:53+00:00,"This statue is ten minutes walk from my office. I’ve walked past it before but had no idea that Robert Milligan was a slave trader. Mind you, when I used to go to the Colston Hall for gigs in the 70s I didn’t know he was one either. ",keithjknight,
1439,2020-06-09 18:02:40+00:00,‘Countering Colston’ Statement on the Removal of the Colston Statue: ,bristol_citizen,
1440,2020-06-09 18:02:33+00:00,Plus a blink-and-you'll-miss-it shot of the Colston statue...,EBStatto,
1441,2020-06-09 18:02:27+00:00,"Priti Patel thinks removing Colstons Statue was disgraceful, Colston’s slave company moved 100,000 people from Africa to Caribbean as slaves, including women &amp; children who were branded on their chests with the name of his company &amp; 20,000 who died en route were thrown into sea",MyArrse,
1442,2020-06-09 18:02:19+00:00,"Had the #Colston statue not been dumped in the river, Oxford Council wouldn't have applied to take the Rhodes statue done, the Milligan statue wouldn't be being taken down right now. Don't say direct action doesn't work.",krispluscoffee,
1443,2020-06-09 18:02:03+00:00,"That being said I agree with the Colston statue being taken down, but not in the mob manner we saw but in a democratic way",AntoniusAndrea_,
1444,2020-06-09 18:01:47+00:00,"@LBC, hope the next time you're in the #USA, you maintain your self-righteous indignation about the removal of #colstonstatue #BristolCity #UK, and tell the #Yanks off for pulling down that of #KingGeorgeIII in 1776 :) https://bit.ly/3dNhQ3T #nbsp #FBPE",LLoydOfLDN,
1445,2020-06-09 18:01:46+00:00,"Just an fyi by chucking a statue in a harbour doesn't erase history, it makes it. Talking about ""today's morality"" is problematic. There was nothing moral back then about Colston's actions that lead him to people chucking him in the harbour. ",rosiefreckle,
1446,2020-06-09 18:01:20+00:00,Honestly had you ever heard of Colston? Or do you know more about him since the tearing down of the statue?,agbutler2006,
1447,2020-06-09 18:01:17+00:00,How would you feel about replacing the statue of Colston with a statue of Lee Rigby?,Stevebi27465893,
1448,2020-06-09 18:01:17+00:00,The tomb of Suleiman the Magnificent 'celebrates slavery' much as the statue of Edward Colston 'celebrated slavery'. But I see that your opposition to slavery monuments is selective.,markoah,
1449,2020-06-09 18:01:13+00:00,"You just know that the same people who object so much to the Colston statue being taken down are also the same people that think there should be ""British jobs for British people"". *Deploys irony face-palm *",martynhardacre,
1450,2020-06-09 18:01:12+00:00,I kinda get the whole furore about statues but the morning after Colston went for a swim this sort of thing is happening every single minute. Cant help thinking we could demolish every statue and this would still happen every single minute,NobbyCycles,
1451,2020-06-09 18:01:06+00:00,"Why not pull down this statue(see pic,)well he was a terrorist what about John Newton he was a slave trader, but he did write ‘amazing grace’ it’s just totally ridiculous.dont try and rewrite British history.. why not replace Edward colston with a statue of a local drug dealer? ",topbananabsa,
1452,2020-06-09 18:00:49+00:00,House of Commons : The Colston statue should be confined to a museum - Sign the Petition! http://chng.it/trXbFh6z via @UKChange,Ker1244,
1453,2020-06-09 18:00:48+00:00, A long and updated thread by the journalist @TristanCorkPost on the popular withdrawn of the statue of the slave trader Edward #Colston yesterday in #Bristol #BlackLivesMatter,euromemories,
1454,2020-06-09 18:00:34+00:00,"A Conservative Party councillor has described 17th century slave trader Edward Colston as a “hero” to the city of Bristol, claiming that his statue was pulled down by a “criminal mob”. http://dlvr.it/RYJPcl",Evening_Tele,
1455,2020-06-09 18:00:30+00:00,"Colston died almost 300 years ago, he was famous for making his fortune out of slavery &amp; his statue was thrown in a river. It is not even a good allusion. 1 out 10.",ResearchFacts1,
1456,2020-06-09 18:00:07+00:00,"Another conspiracy for ya. Apparently the Colston statue has been talked about taking down for a long time. Perhaps the public display last weekend was kind of planned &amp; allowed to happen. Just waiting for the right moment to pull it down. I too, amazed it stayed up.",Popemanrockstar,
1457,2020-06-09 18:00:07+00:00,"The UK public institutions, from museums & universities to supermarkets, need to undergo a serious process of decolonisation. Until that is achieved, I wouldn't trust the UK to locate Edward Colston statue in a positive context where it celebrates its toppling by people power.",ShahdAbusalama,
1458,2020-06-09 18:00:06+00:00,"Don't be surprised if the writing next to Edward Colston statue mentions UK officials accusing protestors of vandalism with a brief mention of the colonial violence it represents, and in their alleged exercise of 'neutrality', they'd emphasise his importance to Bristol history.",ShahdAbusalama,
1459,2020-06-09 18:00:06+00:00,"Baffled to hear some welcoming of the idea of putting Edward Colston statue in a museum. Why? Let it sink the same way many sank, from slaves to refugees, as a result of European imperialism. Aren't Museums are complicit in telling history from above, through the victor's lens?",ShahdAbusalama,
1460,2020-06-09 17:59:59+00:00,"And this is happening right now because ...? Because ordinary people in Bristol removed slaver Edward Colston's statue on Sunday, because politicians wouldn't. Without that act this would not be happening. Should they be prosecuted for being the catalyst for overdue progress?",MoulesStuart,
1461,2020-06-09 17:59:44+00:00,And the man who pulled down the statue of Colston in Bristol was just interviewed on @bbcpointswest. Taken to interviewing criminals now.,sgred06,
1462,2020-06-09 17:59:40+00:00,"Absolutely, the Colston statue was just the thin end of the wedge!",mdw170175,
1463,2020-06-09 17:59:39+00:00,Discussing the Toppling of Edward Colston Statue in Britsol - Live Stream ,Archaeos0up,
1464,2020-06-09 17:59:33+00:00,Bristol City Council: Replace the Colston Statue with Paul Stephenson - Sign the Petition! http://chng.it/R2yQbyBC via @UKChange,haajarahhh,
1465,2020-06-09 17:59:31+00:00,"Lucky it's in Belgium. In the UK it'll be joining the Colston statue underwater and become, err, Leoflood",pendekarsilat11,
1466,2020-06-09 17:59:31+00:00,"Likewise in the UK: Colston statue: https://www.npr.org/2020/06/09/872732137/how-a-police-killing-in-america-triggered-the-toppling-of-a-u-k-slave-trader-sta Soundtrack: ""That's How Grateful We Are"" by Chumbawamba",ToddMason2013,
1467,2020-06-09 17:59:26+00:00,"One argument which just cannot stand re #colston #statue is that by tearing it down we erase history. The British Empire has sought to erase all trace of certain histories they deem unfit for public consumption, such as their concentration camps in Africa.",JaneyGallagher,
1468,2020-06-09 17:59:24+00:00,#FarageOnLBC Colston’s statue did have a plaque explaining his involvement in the slave trade. It was removed. Bristol Cllr Richard Eddy said that the individual taking the law into their own hands ‘might be justified’ in 2018. So theft and vandalism are OK sometimes then?,PennyLaver,
1469,2020-06-09 17:59:24+00:00,Ppl tried that for years re the Colston statue.,3salmon,
1470,2020-06-09 17:58:57+00:00,I didn't shed any tears about the Colston statue. Yet it does raise complicated questions -- I appreciate @theosnick's perspicuous contribution.,diasparentes,
1471,2020-06-09 17:58:57+00:00,About statues... Edward Colston's statue needed to be taken down. It's been an insult to humanity and human rights for too long. #BlackLivesMatter,LaureOm,
1472,2020-06-09 17:58:56+00:00,We've learnt more about Colston the slave trader by his statue being brought down than was ever known while he adorned parks and street corners. This was a statue of a slave trader erected to glorify him. The statue is rewriting of history.,NUFC_OurClub,
1473,2020-06-09 17:58:53+00:00,"The Mayor has publicly stated he doesn't like the statue, the council have been extremely considerate since it happened, years of petitions have been happening, the Colston Hall decided to rename their building 3 years before this due to public pressure...",Jaryd07,
1474,2020-06-09 17:58:45+00:00,Bristol City Council: Replace the Colston Statue with Paul Stephenson http://chng.it/QBqVj22C via @UKChange,denisegeeves,
1475,2020-06-09 17:58:19+00:00,"What's the matter with people all the tv can talk about is George Floyd, what was he a god or something, black lives matter, bollocks all life matters they pulled down the statue in Bristol, if it hadn't been for people like Colston there would be no black people outside Africa",BobSimp33912289,
1476,2020-06-09 17:58:06+00:00,About that Statue of Colston ,telescoper,
1477,2020-06-09 17:57:57+00:00,It’s so beautiful to see the #colstonstatue inspiring this in my home country. There’s no literal statue to topple in Colombia but a corrupt government in which Escobar’s vision of a narcostate has been quietly achieved by ex-president @AlvaroUribeVel #UribeHasToFall #Matarife,NocturnalDoom,
1478,2020-06-09 17:57:44+00:00,I agree the colston statue should have been removed &amp; there cettainly shouldn't be statues of Hitler! I don't agree with... 1. Mob Rule 2. Law Breaking/Criminal Damage 3. Ignoring Social Distancing Does that make me racist?,engIishpatriot,
1479,2020-06-09 17:57:35+00:00,Was thinking of crowdfunding a trip to visit the statue of Colston for racist bigots.,Mick4Boro,
1480,2020-06-09 17:57:20+00:00,Fine. Are you saying the Colston statue - of a slaver and mass murderer - should be put back up?,BluesEngine,
1481,2020-06-09 17:56:51+00:00,"P.S. Colston died in 1721. Slavery was abolished in 1834. The statue was erected in 1895. The statue itself is ""unenlightening &amp; ahistorical"" because even when it went up it was absolutely clear he was neither ""virtuous"" nor ""wise"" as the very enscription on the statue claims.",JamesKAArcher,
1482,2020-06-09 17:56:32+00:00,"1) Auschwitz is in Poland 2) The Colston statue doesn’t commemorate ‘man’s humanity to man’ or the evils of the slave trade - it hides those evils by presenting a ruthless slaver as a philanthropist. I’m sure you see the difference, right? ",MattCarr55,
1483,2020-06-09 17:56:29+00:00,'outraged' - used a golliwog doll as a mascot - said council should hire more attractive lesbians - people would be 'justified' in stealing a plaque on Colston's statue revealing his slave trade past ,adamgasson,
1484,2020-06-09 17:55:56+00:00,"I'd say, ""Yes,"" but I'm also cool with Colston's statue being removed, so not sure who's narrative I fit. In general I think it's stupid to retroactively judge people out of historical context--mainly because I realize people who eat meat will be viewed as monsters in 20-30 yrs",FinCentrix,
1485,2020-06-09 17:55:39+00:00,Colston Statue Blues with Mr. Peter Burnett ,1Eddie_Gibbons,
1486,2020-06-09 17:55:10+00:00,@Bonn1eGreer your @BBCBreaking interview you say statues are glorification. The Colston statue was erected as he gave/left ££ to charities. I’m not disagreeing he was a slaver but it was erected in 1895! Is part of history for people to discuss what was wrong and what’s changed?,TonyOSh01314273,
1487,2020-06-09 17:55:08+00:00,"I would not want to be Alexander de Pfeffel Johnson @BorisJohnson, or associated with him in any way shape or form. Colston had to wait more than a 100 years for his statue to fall. Johnson won't have so long to wait for his star to fall.",dontbrexitfixit,
1488,2020-06-09 17:55:03+00:00, to these men Group of white men 'try to save Edward Colston statue from Bristol harbour' https://metro.co.uk/2020/06/09/group-white-men-try-save-edward-colston-statue-bristol-harbour-12823965/?ito=article.mweb.share.top.twitter via @MetroUK,salaxxxxxxxx,
1489,2020-06-09 17:54:45+00:00,"Piers Morgan's a disgrace Nigel Farage, all he wants, is to start an argument and doesn't listen to another person's point of view. The Colston statue should not have been pulled down, it was totally undemocratic. The people of Bristol should have been consulted and given a vote. ",GaylardJennifer,
1490,2020-06-09 17:54:40+00:00,An excellent thread on Colston statue debate.. ,Chris_not_a_bot,
1491,2020-06-09 17:54:28+00:00,The statue *rewrote* *history* when it was erected nearly 150 after Colston's death! Perhaps it is time the true history is written...,Idontmind64,
1492,2020-06-09 17:54:22+00:00,Banksy reveals suggestion to replace Edward Colston statue toppled by protesters in Bristol | Ents &amp; Arts News | Sky News ,superhotbitch,
1493,2020-06-09 17:54:19+00:00,"Who is this Coulton you speak of , colston had a statue in Bristol",Tg15Aldo,
1494,2020-06-09 17:54:17+00:00,can't believe my dinner went from my parents complaining about how racist my gran is to my parents talking about how anti-tearing down the Colston statue they were! like can they get some self-awareness please???,ObiPhanKenobi,
1495,2020-06-09 17:54:02+00:00,Bristol City Council: Replace the statue of Edward Colston in Bristol with Elaudah Equiano - Sign the Petition! http://chng.it/VpdHWGfP via @UKChange,wayneshallis,
1496,2020-06-09 17:54:01+00:00,The toppling of Edward Colston's statue is not an attack on history. It is history | David Olusoga https://www.theguardian.com/commentisfree/2020/jun/08/edward-colston-statue-history-slave-trader-bristol-protest?CMP=share_btn_tw #BlackLivesMatterUK #EdwardColston,rachcsteele,
1497,2020-06-09 17:53:57+00:00,"...the toppling of a statue of slaver-but-honestly-probably-a-top-top-bloke-besides-all-that Colston by protesters, &amp; the negative reaction it has drawn from some, has highlighted that official GB's version of history is flawless and not one that ignores inconvenient truths...",aliasjoe,
1498,2020-06-09 17:53:32+00:00,"Ellis Genge: England star defends Edward Colston statue action: Bristol-born England rugby international Ellis Genge says the tearing down of the Edward Colston statue was ""warranted"". ",getseatnow,
1499,2020-06-09 17:53:24+00:00,Can you point out where anyone has asked for Colston's history to be rewritten or erased? The ask was for it to be in context and the statue was not. You are making a straw man argument.,jamesagcaldwell,
1500,2020-06-09 17:52:22+00:00,I don't see the analogy here at all. A portrait statue - certainly those of Colston and Rhodes barely shows any of the complexities which construct white racism that Conrad &amp; even 'Kim' does. The statues ought to be in museums in which they are contextualised. 1/2,steve_bamlett,
1501,2020-06-09 17:52:18+00:00,"As with the Colston statue, it was pretty clear who the deciders were - that is, the site's owners, the council - as I suspect it will likely be in most cases. What was less clear was why they took so long to decide, and if the result surprised them, they deserved it.",arthistorynews,
1502,2020-06-09 17:52:05+00:00,Ellis Genge: England star defends Edward Colston statue action http://dlvr.it/RYJNCb,sportiqnews,
1503,2020-06-09 17:52:05+00:00,Ellis Genge: England star defends Edward Colston statue action http://dlvr.it/RYJNBr,DavideCapozzi80,
1504,2020-06-09 17:52:04+00:00,Ellis Genge: England star defends Edward Colston statue action http://dlvr.it/RYJN9x,ana_mendez89,
1505,2020-06-09 17:52:03+00:00,Ellis Genge: England star defends Edward Colston statue action ,Theji__,
1506,2020-06-09 17:51:57+00:00,If we think slavery is evil we should not celebrate slavers in the public space. Nobody is entitled to a publicly displayed statue in perpetuity. We can remember Colston by moving his statue into the International Slavery Museum in Liverpool.,jezhumble,
1507,2020-06-09 17:51:34+00:00,"They are protesting, in this instance, specifically the glorification of Colston via his statue. Idk why those in power haven't yet removed it through proper channels, but I remember signing a petition to remove it over 15 years ago. They saw an opportunity and took it.",annaeck73,
1508,2020-06-09 17:51:03+00:00,"We have created history now, the statue will be pull out the water and placed in a museum and people will learn about the terrible things Colston done and will be educated in the British slave trade, then they will learn how people stood up for what they believed in",Andy_moran,
1509,2020-06-09 17:50:38+00:00,"A professor of Public History branded Edward Colston ""an evil man"" that should have never had a statue erected in his honour. @ShelaghFogarty | #BlackLivesMatter",LBC,
1510,2020-06-09 17:50:17+00:00,@pritipatel I wholeheartedly support Supt. Andy Bennett from Avon &amp; Somerset Police in his decision NOT to intervene re Colston statue you should too,rachredwood,
1511,2020-06-09 17:49:47+00:00,@alexlovelltv Who sold the slaves to people like Colston originally. I recall from school hidtory that it was African and Arab slave traders who did. Are those who pulled down the statue going to go to Africa and confront the descendants of the slavers?,256baz,
1512,2020-06-09 17:49:17+00:00,Homophobic?! For asking you to share your campaigning??? You're being insulting now as well as ignorant! Please look up the history of the campaign to remove the Colston statue to date &amp; also reconsider your approach to debating. This conversation is over. FFS.,zoeyou,
1513,2020-06-09 17:48:51+00:00,things that are older than the Colston statue: the car cinema the diesel engine jukeboxes electric kettles escalators lightbulbs coca cola synthetic clothing smoke detectors the discovery of the electron,en_ligne_,
1514,2020-06-09 17:48:43+00:00,I’ve found the only thing in existence that Colston’s statue had more artistic value than. ,BenedictSpence,
1515,2020-06-09 17:48:29+00:00,"It is a nonsense for someone to call into @LBC, @Nigel_Farage, and claim that the people of Bristol wanted the statue of Edward Colston removed. The only people who wanted it removed are a handful of Marxist agitators and race-baiters.",JoshuaConstabl6,
1516,2020-06-09 17:48:29+00:00,The toppling of Edward Colston's statue is not an attack on history. It is history | David Olusoga ,JanHartman,
1517,2020-06-09 17:48:29+00:00,UK Parliament: Replace Edward Colston’s Statue with a Memorial for Black Lives Matter - Sign the Petition! http://chng.it/GpbBVZzm via @Change,gabynotchatty,
1518,2020-06-09 17:48:23+00:00,So this is Hamilton talking about racism. They don't seem to be from Edward Colston's era. What's their excuse? What's the excuse for people who are racist today? What have they learned from his mistakes/statue? ,MissChristelleG,
1519,2020-06-09 17:48:16+00:00,A 3 year old girl who was sold by Edward Colston. Her name was Why. Surely a suitable replacement for his statue. With just the one word on it...her name. ,AndyConner67,
1520,2020-06-09 17:47:10+00:00,There has been complaints about Colston’s statue for years. BCC wouldn’t listen. It should have either gone in the city museum in a display on slavery or been melted down and something more appropriate made.,MissCreeps1,
1521,2020-06-09 17:46:46+00:00,... rather than a statue in the street that by definition is 'honouring' somebody and doesn't provide historical context. Nobody learned anything about the evils of slavery from Colston's statue standing there in Bristol.,investor_bod,
1522,2020-06-09 17:46:26+00:00,"A statue implicitly praises the subject; literally puts them “on a pedestal.The statues of Colston, Rhodes et al should be in museums. As should those of British mineowners - like Marquis of Bute, in my hometown of Cardiff, who enslaved and mistreated generations of my forebears.",merlin2709,
1523,2020-06-09 17:46:09+00:00,"Nobody is rewriting history (though it's continually rewritten) or erasing it by taking down and dumping a statue that should have gone long ago. The history of the slave trade and Colston's part in it, has never been more discussed.",spayrechaynge,
