,Datetime,Id,Link,Text,Retweets,Hashtags,Username,Geolocation
0,2020-06-09 22:18:34+00:00,1270480432887484416,https://twitter.com/Sirenity0/status/1270480432887484416,"Found out today that here, Jacksonville, FL has the most Confederate monuments of any city. This morning, the mayor had a statue of Andrew Jackson removed from a park in front of city hall. I hope that's a start. He's seemed like a good man along the way, so I have hope.",1,,Sirenity0,
1,2020-06-09 22:10:09+00:00,1270478316848459782,https://twitter.com/MarkJKlinger/status/1270478316848459782,@kangel6 With Mayor Curry's order to remove American History. Will he call for the city name be changed as well? Jacksonville was named after President Andrew Jackson as per the statue that was just outside where the Landing use to stand.,0,,MarkJKlinger,
2,2020-06-09 20:54:57+00:00,1270459389690798080,https://twitter.com/flowhypno/status/1270459389690798080,Woohoo!!!!!!! Get rid of the statue of Andrew Jackson while you’re at it and change the city name in honor of Zora Neale Hurston while you’re at it... ,0,,flowhypno,
3,2020-06-09 20:06:36+00:00,1270447222518362113,https://twitter.com/Hail__To_You/status/1270447222518362113,Next up: Slaveholders George Washington Thomas Jefferson and many more Surprised the Andrew Jackson statue at Lafayette Park wasn't targeted in a stronger way during the height of the riots in downton Washington,0,,Hail__To_You,
4,2020-06-09 19:37:33+00:00,1270439914509938691,https://twitter.com/dperryw76/status/1270439914509938691,"I’m fine with @CityofJax keeping its name w/different reasoning or changing to something else, but either way it’s high time Andrew Jackson’s statue &amp; visage on seals, etc goes away. Anyone responsible for the trail of tears/genocide doesn’t deserve to have a city or monument.",1,,dperryw76,
5,2020-06-09 19:35:32+00:00,1270439405266886656,https://twitter.com/RapGameMaxFisch/status/1270439405266886656,Fuck New Orleans government for prioritizing optics over the feelings of its black population. Take that statue of Andrew Jackson down.,2,,RapGameMaxFisch,
6,2020-06-09 19:21:01+00:00,1270435750014849030,https://twitter.com/carlosflo98/status/1270435750014849030,Good now take down the Andrew Jackson statue ,2,,carlosflo98,
7,2020-06-09 18:12:15+00:00,1270418447147700224,https://twitter.com/CSquared1709/status/1270418447147700224,Leave it as Jacksonville but replace the Andrew Jackson statue with a Samuel L Jackson statue,0,,CSquared1709,
8,2020-06-09 17:44:21+00:00,1270411424473526273,https://twitter.com/danithegoat/status/1270411424473526273,Now remove the Andrew jackson statue ,0,,danithegoat,
9,2020-06-09 17:42:10+00:00,1270410875959160834,https://twitter.com/miloiskm/status/1270410875959160834,We can rename bridges. If we renamed a statue of Andrew Jackson to something else it wouldn’t make much sense.,0,,miloiskm,
10,2020-06-09 17:22:30+00:00,1270405927083151361,https://twitter.com/brandonaaragon/status/1270405927083151361,"That would suck if they did that to the Andrew Jackson statue in Lafayette Square in DC. You know, since Jackson rounded up my ancestors, people of color, native Americans and forced them all into an “Indian territory” in which they had no say and the government owned. ",1,,brandonaaragon,
11,2020-06-09 17:15:27+00:00,1270404152057888768,https://twitter.com/Olivia_R_Will/status/1270404152057888768,I honestly thought the Confederate statues would never come down . Next push?: can we take down the Andrew Jackson statue and rename the city? @CityofJax,0,,Olivia_R_Will,
12,2020-06-09 17:07:11+00:00,1270402069791420419,https://twitter.com/tf2/status/1270402069791420419,Don't you think the name of the city is more visible than a statue most people have never even seen? Every time you say Jacksonville you honor Andrew Jackson.,0,,tf2,
13,2020-06-09 17:04:22+00:00,1270401364510851072,https://twitter.com/iimaginefreedom/status/1270401364510851072,Maybe we should pile all our Nyx beads and throws onto the Andrew Jackson statue and then when the city goes to clean it up they can just throw away the statue too.,1,,iimaginefreedom,
14,2020-06-09 16:44:49+00:00,1270396443724001284,https://twitter.com/SheltonHull/status/1270396443724001284,"I don't know about the Andrew Jackson statue, but the other Confederate statues are all on the chopping block.",0,,SheltonHull,
15,2020-06-09 16:42:48+00:00,1270395934107561984,https://twitter.com/sedonasong/status/1270395934107561984,"Great!! What's next? Are they going to sandblast Andrew Jackson, Robert E Lee &amp; Jefferson Davis off Stone Mtn GA? Like it or not, this is part of history. BREAKING: Judge blocks Virginia governor’s move to take down Robert E. Lee statue ",0,,sedonasong,
16,2020-06-09 16:33:07+00:00,1270393500341805058,https://twitter.com/opaldrite/status/1270393500341805058,Andrew Jackson was a slave holder which is more than enough of a reason for that statue to go but also because of the Trail of Tears that forcibly removed Native Americans from their land and their homes. He's responsible for that. Fuck him,0,,opaldrite,
17,2020-06-09 16:16:59+00:00,1270389439441915914,https://twitter.com/opaldrite/status/1270389439441915914,Can't wait for Rick Scott to start crying over Mayor Curry beginning the removal of Confederate monuments in Jacksonville. That statue of Andrew Jackson needs to be removed as well,5,,opaldrite,
18,2020-06-09 16:11:27+00:00,1270388045158780935,https://twitter.com/opaldrite/status/1270388045158780935,Now get rid of that awful Andrew Jackson statue as well and all other Confederate monuments,0,,opaldrite,
19,2020-06-09 15:56:28+00:00,1270384274676596738,https://twitter.com/gigthegators/status/1270384274676596738,What happened 2 put other statues like MLK or Frederick Douglass 2 give context 2 this statue for mass graves of Florida soldiers? What happened 2 let us have a conversation? CANCEL CULTURE has arrived in Shad Khan's &amp; Chef Currys Andrew Jackson land! Local news is cancelling too ,0,,gigthegators,
20,2020-06-09 15:48:43+00:00,1270382325122113536,https://twitter.com/leonjoi/status/1270382325122113536,Is he going to take the Andrew Jackson statue down to since Jackson owned slaves ,0,,leonjoi,
21,2020-06-09 15:46:57+00:00,1270381879901016064,https://twitter.com/Ladyroche/status/1270381879901016064,...people in New Orleans protecting the statue of genocidal maniac andrew jackson need to go...take your parade with you,0,,Ladyroche,
22,2020-06-09 15:39:12+00:00,1270379931835543552,https://twitter.com/wavyed_/status/1270379931835543552,bet now wassup with that andrew jackson statue i’m down to help “remove” it ,1,,wavyed_,
23,2020-06-09 15:21:47+00:00,1270375546116100099,https://twitter.com/toya10/status/1270375546116100099,Let me do some research to see if there are any petitions to remove the Andrew Jackson Statue from in front of the county building here in Kansas City! ,1,,toya10,
