,Datetime,Id,Link,Text,Retweets,Hashtags,Username,Geolocation
0,2020-06-19 23:37:53+00:00,1274124274198958080,https://twitter.com/GamingFan98/status/1274124274198958080,I will never stop agitating for a statue of sonic the hedgehog doing a kickflip over Andrew Jackson's body,0,,GamingFan98,
1,2020-06-19 22:28:27+00:00,1274106801676587009,https://twitter.com/Em90378773/status/1274106801676587009,Lmfao Andrew Jackson isn’t being erased from history by taking down a statue. He was a vehement racist who wished to enshrine slavery and it’s ridiculous to commemorate such a person as a beacon of freedom. Harriet Tubman is a person we should ALL idolize as a freedom fighter.,0,,Em90378773,
2,2020-06-19 22:26:30+00:00,1274106310049570816,https://twitter.com/mklavers81/status/1274106310049570816,"#BlackTransLivesMatter posters on the fence that surrounds the statue of Andrew Jackson in Lafayette Square Park #JUNETEENTH2020 #JuneteenthDay @Lafayette Square, Washington, D.C. https://www.instagram.com/p/CBoiVKmny4u/?igshid=sqnqkdzzl7il",0,#BlackTransLivesMatter #JUNETEENTH2020 #JUNETEENTH2020 #JuneteenthDay #JuneteenthDay,mklavers81,
3,2020-06-19 22:25:46+00:00,1274106122761392128,https://twitter.com/mklavers81/status/1274106122761392128,#BlackTransLivesMatter posters on the fence that surrounds the statue of Andrew Jackson in Lafayette Square Park #JUNETEENTH2020 #JuneteenthDay,0,#BlackTransLivesMatter #JUNETEENTH2020 #JUNETEENTH2020 #JuneteenthDay #JuneteenthDay,mklavers81,
4,2020-06-19 21:35:50+00:00,1274093559390646278,https://twitter.com/CoachNateTKD/status/1274093559390646278,In DC ready convince people that this Andrew Jackson statue need to come down today ,0,,CoachNateTKD,
5,2020-06-19 20:18:03+00:00,1274073983147622400,https://twitter.com/AttitudinallyC/status/1274073983147622400,I would pay to see a statue of Marge in place of the statue of Andrew Jackson in New Orleans.,0,,AttitudinallyC,
6,2020-06-19 19:10:32+00:00,1274056994228523010,https://twitter.com/emily_dalrymple/status/1274056994228523010,why have a statue of andrew jackson representing new orleans when we could have one of frank ocean?,0,,emily_dalrymple,
7,2020-06-19 17:43:04+00:00,1274034980847575042,https://twitter.com/realoxyaena/status/1274034980847575042,"Tear that #GeorgeWashington statue down, comrades, hell yeah. While we're at it tear down the statues of Jefferson and those other slave owning fucks, and finally take Andrew Jackson's face off the goddamn 20 dollar bill.",0,#GeorgeWashington,realoxyaena,
8,2020-06-19 17:37:08+00:00,1274033488807813120,https://twitter.com/bkohatl/status/1274033488807813120,"A voice of sanity, George Washington, Thomas Jefferson, Andrew Jackson and Columbus, respected/liked in their time, are far different than KKK Founder Nathan Bedford Forrest &amp; Oliver Cromwell who EXTERMINATED 1,000,000 IRISH CATHOLICS. His statue stands across from @UKParliament",0,,bkohatl,
9,2020-06-19 16:52:32+00:00,1274022263487115265,https://twitter.com/USA100Percenter/status/1274022263487115265,"If you going to change anything in this country that was founded under the, republic which is for god... Should we changes under god and not to a democracy that was founded under evil people. DEMS want to tear down racist Andrew Jackson’s statue. He founded the Democratic Party.",0,,USA100Percenter,
